,Tamanho_msg_caracteres,Tamanho_msg_MB,Tempo_gasto_ms,Memoria_gasta_MB
158,790000,0.75,23.176099988631904,2.26171875
159,795000,0.76,22.581500001251698,1.5234375
160,800000,0.76,21.980099962092936,2.28515625
161,805000,0.77,22.039799951016903,2.30859375
162,810000,0.77,22.497700061649084,1.55078125
163,815000,0.78,22.429400007240474,1.55859375
164,820000,0.78,22.225999971851707,2.34375
165,825000,0.79,23.529800004325807,1.58203125
166,830000,0.79,23.445500060915947,1.58984375
167,835000,0.80,22.63610006775707,2.37890625
168,840000,0.80,23.34269997663796,1.609375
169,845000,0.81,23.494399967603385,1.6171875
170,850000,0.81,23.421799996867776,1.62890625
171,855000,0.82,23.596600047312677,1.640625
172,860000,0.82,23.237799992784858,2.4609375
173,865000,0.82,23.86730001308024,1.65625
174,870000,0.83,23.34990003146231,2.484375
175,875000,0.83,23.976200027391315,1.6796875
176,880000,0.84,24.06860003247857,1.68359375
177,885000,0.84,24.435000028461218,2.53125
178,890000,0.85,24.382100091315806,2.55078125
179,895000,0.85,24.680200032889843,1.71484375
180,900000,0.86,25.167500018142164,1.7265625
181,905000,0.86,25.45710001140833,2.578125
182,910000,0.87,25.322899920865893,1.74609375
183,915000,0.87,25.34599998034537,1.75390625
184,920000,0.88,25.287600001320243,1.76171875
185,925000,0.88,25.18989995587617,1.7734375
186,930000,0.89,25.272700004279613,2.6640625
187,935000,0.89,27.17529993969947,1.7890625
188,940000,0.90,25.573499966412783,2.68359375
189,945000,0.90,26.616399991326034,2.70703125
190,950000,0.91,26.10869996715337,1.81640625
191,955000,0.91,26.58910001628101,1.828125
192,960000,0.92,26.538300095126033,2.7421875
193,965000,0.92,26.537599973380566,1.8515625
194,970000,0.93,27.232700027525425,1.85546875
195,975000,0.93,26.204399997368455,2.7890625
196,980000,0.93,26.10419993288815,2.80859375
197,985000,0.94,27.465200051665306,1.88671875
198,990000,0.94,27.934500016272068,1.8984375
199,995000,0.95,27.11370005272329,2.8359375
